5751	224	5	1341619200
2583	0	5	1009497600
4175	1778	5	1008633600
5812	228	5	1187568000
2544	8	5	1082160000
1950	873	3	1070668800
14	436	4	1194998400
2	445	3	1146355200
588	148	4	1012780800
1711	548	3	956880000
682	196	4	1386028800
137	649	4	1063497600
1785	2360	5	1354924800
3721	278	5	1054425600
69	263	4	1079913600
91	2297	5	1344124800
221	887	1	1139788800
96	794	5	1358812800
2540	1730	5	1075939200
2665	88	2	1036022400
2585	144	2	1180051200
6133	53	5	1151539200
5297	161	5	1228608000
342	200	2	1117670400
1661	560	5	1140134400
339	269	5	1248307200
4972	640	5	1373760000
2251	78	5	1147910400
5072	434	5	1386460800
5351	1535	5	1399766400
229	1167	5	985910400
4422	1189	4	977961600
1498	652	5	1373328000
3970	474	2	1229212800
2386	590	4	1097193600
1875	1399	5	1007683200
2019	720	4	1199750400
2546	2115	4	1062806400
26	1513	4	1383004800
581	241	4	1225756800
1726	651	3	1394755200
5812	1761	5	1190073600
1068	2477	5	1155686400
103	277	4	1078876800
5822	170	5	945043200
43	380	1	1028419200
499	1351	3	1129248000
2141	364	4	1286323200
78	370	4	1130457600
91	601	5	1339027200
5856	364	5	1351036800
103	323	4	1137888000
17	2011	4	1200182400
872	370	1	1114473600
136	507	4	1084665600
1367	46	4	1083888000
3141	436	3	1028073600
4117	1514	5	1047859200
11	1163	4	1071705600
209	2200	5	1225152000
3630	219	4	1003276800
279	233	5	1249257600
3021	149	4	1169424000
3324	469	5	1028419200
440	866	4	1080950400
664	1536	5	1007596800
375	672	5	1376784000
1753	880	1	1147132800
1746	1164	4	1150243200
2007	17	5	1362182400
1882	1831	5	1203120000
2267	678	5	998870400
3757	705	2	1344902400
4551	235	3	1404086400
25	1106	3	1336608000
822	317	4	1205625600
248	2227	1	1072656000
4183	1480	5	1305504000
114	1351	2	1120348800
106	1104	5	1117324800
1854	86	5	1033084800
85	1534	4	1368748800
275	2130	5	1017705600
372	389	1	1126137600
539	2524	4	1200614400
669	2159	3	1175817600
17	29	4	1230768000
2244	438	5	1369958400
2041	1716	5	1281052800
156	607	4	945993600
1630	1360	5	1037836800
26	187	5	1075766400
5794	316	5	948844800
894	1010	5	1026259200
3039	1658	2	953856000
733	4	5	1134777600
394	2608	5	1312329600
4161	901	5	1119312000
128	271	4	1101081600
3	1678	4	1113523200
5737	487	5	1385078400
205	2489	3	1358899200
112	479	5	1135296000
1659	594	4	995760000
4668	19	4	1229558400
2578	155	5	1079395200
485	115	4	1088985600
13	736	5	1186272000
197	543	3	1170028800
1187	1396	4	1021161600
51	390	5	1227830400
288	303	5	1043971200
4814	1386	5	1107043200
631	428	4	1171843200
199	300	4	1135209600
2405	880	4	1390521600
63	623	3	1236038400
81	595	2	1289606400
1359	458	5	1047686400
607	2102	5	1377043200
4509	286	5	1392336000
578	134	5	1110585600
2780	515	5	1286668800
379	459	1	1151107200
2855	388	3	982108800
12	1648	4	964396800
2093	730	2	1113523200
1105	1525	3	981763200
1928	184	3	1372032000
154	489	5	1271116800
3111	1767	5	998006400
18	395	3	1389139200
1197	2079	5	1211673600
787	160	3	1166832000
1769	2136	5	1036454400
353	489	5	1403740800
20	1815	3	1035849600
1057	290	3	958003200
506	78	4	1150416000
560	483	5	1332028800
325	145	4	1257206400
1395	119	5	991094400
5156	474	2	1397088000
2599	2173	5	1137715200
870	117	4	1062720000
1258	1688	5	1357257600
343	676	2	1034553600
450	1065	5	978566400
2289	215	5	1376697600
17	161	4	1125100800
1980	958	5	1394755200
4862	2187	5	1392508800
1507	330	5	1242172800
2319	1497	5	1273104000
1163	1044	4	1153612800
4850	157	5	1097539200
3002	824	5	1059955200
593	2	5	960854400
124	172	5	993081600
934	1070	4	1394582400
2881	2253	4	1113091200
235	28	4	1162944000
566	397	4	1402099200
6	215	5	1124755200
811	1132	5	958953600
1118	162	5	1075852800
306	1006	5	1113955200
4084	353	2	1183680000
1163	974	5	1125014400
2323	322	5	1060214400
2162	225	5	1404950400
331	898	5	1142726400
1062	869	2	945993600
511	46	1	1150761600
4943	1831	3	1398297600
3362	2016	3	1060819200
291	489	5	1059004800
292	1152	5	1198627200
5528	13	5	1355875200
2029	484	5	1149465600
1342	1248	5	1053043200
563	2069	1	1107129600
17	480	5	1208649600
331	268	5	1137196800
5637	1045	5	948240000
3881	329	4	1146096000
125	798	5	1076371200
28	2645	5	1387670400
4995	51	5	1156896000
895	1	4	1126051200
947	370	4	1114905600
93	58	4	1072569600
460	68	5	1135468800
5195	1408	5	1381363200
1241	2229	5	1378684800
4131	1318	5	1364256000
2283	371	4	1049673600
2372	2218	5	1302825600
3291	1358	5	1389484800
2757	341	3	1114819200
4327	30	5	996364800
898	448	5	1154217600
5642	850	2	1088467200
38	423	4	1142553600
989	121	4	1221350400
130	1408	5	1059004800
122	331	4	1081555200
915	353	4	1136851200
154	690	4	1240185600
3284	812	5	1274745600
545	508	1	1042329600
3695	1841	5	1308614400
5090	128	5	1009756800
2684	142	1	1122422400
10	1566	5	1034553600
29	677	4	1400544000
2184	221	4	1002931200
4459	2562	5	1192579200
1586	731	5	1334620800
831	2043	3	1390262400
2174	496	4	1378512000
4332	1501	5	1004313600
85	1500	3	1230854400
4199	534	5	1300406400
348	291	5	1299283200
433	1443	3	1179273600
1101	843	2	1024963200
325	775	2	1286582400
399	1316	4	1204156800
157	197	5	1073952000
2291	280	5	1356998400
268	78	4	1164240000
425	1051	5	1175904000
2291	9	5	1355443200
481	406	5	1301097600
4502	514	1	1320364800
1516	186	4	1081468800
975	712	4	1181260800
191	795	4	1042416000
1403	2442	4	966211200
649	1124	5	1110067200
94	1519	3	1253750400
4128	356	5	1018396800
2751	2227	3	1053907200
66	1846	5	1257033600
517	196	3	1097366400
528	787	3	1008547200
1063	1742	1	994809600
1091	261	5	1225843200
297	193	3	997401600
686	550	5	1080000000
509	1422	4	1029715200
80	1363	5	1022976000
534	217	5	1394236800
1531	467	5	1193961600
5114	1169	5	1332720000
1182	31	5	1151452800
329	912	5	1080259200
5451	159	4	1370736000
3887	252	5	1294876800
3343	1202	4	1013299200
1469	561	5	1132963200
2812	1739	4	1163289600
3091	206	4	1110585600
109	133	5	1119830400
142	2001	4	1194048000
522	583	5	1214870400
593	292	5	962150400
1681	1429	3	1026604800
2244	1652	5	1383609600
242	27	3	1105401600
49	1043	5	1055980800
34	110	4	1165449600
204	79	4	997660800
5168	12	4	1140480000
2801	311	4	1178496000
80	1251	3	1026259200
4970	331	3	1294099200
879	407	3	1117238400
854	153	5	1051401600
5939	229	5	1141689600
1211	910	2	1340496000
9	1216	4	1117584000
5058	367	5	1086048000
6	678	5	1183680000
308	768	4	1127001600
154	822	4	1089244800
1855	2429	5	1185321600
5261	177	4	1049500800
1722	89	4	1095033600
322	1384	5	1162166400
4437	853	5	1397347200
2032	884	1	1172620800
4806	2432	5	1289952000
3622	1503	4	1189641600
5338	1880	5	1181952000
2562	2153	5	1392940800
4281	2678	5	1362873600
316	2467	5	1024790400
3283	758	5	1103155200
288	697	5	1071360000
2538	13	5	1081728000
1473	163	4	1167868800
3272	1297	4	1073174400
441	164	4	1091232000
4435	1055	4	971740800
2277	1495	1	1255564800
252	46	4	1337817600
54	2196	4	1250812800
4365	2693	5	1385942400
306	1057	3	1086739200
4248	2274	4	1285200000
108	451	5	1101081600
4663	117	5	1049846400
2433	2399	5	1199318400
234	254	3	1025481600
2091	1135	4	1141257600
484	1491	5	1005436800
149	568	3	1127260800
1174	1651	4	1256601600
936	46	4	1105574400
63	318	4	1311033600
1254	1698	5	1132272000
2194	1	4	1368748800
1048	226	2	1173916800
1556	1330	5	1380067200
3890	2164	4	1325203200
5085	1997	4	1392422400
4857	2467	4	1377388800
107	339	4	1132617600
3165	99	1	947980800
4855	93	5	1217894400
352	561	4	1150675200
2363	921	5	1402099200
2	461	5	1113868800
2429	169	5	1001808000
4801	855	4	1061078400
1152	1296	5	970185600
29	36	3	1085097600
2834	451	4	1284854400
3121	1120	4	1042848000
896	158	4	1179014400
303	505	5	1227398400
524	170	5	1068508800
5186	528	5	1266278400
2965	1858	2	1384646400
65	141	2	1159142400
61	69	5	1103587200
59	923	3	1153526400
425	914	5	1106006400
6	1592	5	1185148800
2632	771	5	1356998400
915	96	4	1121731200
454	30	5	1399248000
4597	8	4	1081382400
701	367	5	1265760000
2631	182	4	1243987200
2528	321	4	1112400000
1007	2554	5	1104364800
397	165	5	1115942400
1175	296	1	1209772800
840	956	4	968803200
53	1395	4	1081209600
1202	647	5	1164240000
1681	1678	4	1026432000
153	957	4	1142640000
4548	1861	3	1025049600
937	1389	5	1371427200
580	17	5	932428800
1678	1001	5	1394323200
2425	63	4	959299200
8	1473	2	1125532800
2095	547	5	998438400
2820	1213	3	1169164800
720	485	3	1369267200
1589	1923	5	1396051200
1302	327	5	1369699200
33	709	3	1123027200
361	1212	3	1350432000
5431	225	5	1300233600
414	2618	5	1124496000
1327	2203	5	1012003200
405	1392	1	1137801600
4433	1888	5	1377734400
25	627	4	1337126400
5004	1654	5	1268697600
305	233	3	1255737600
6004	1286	5	1374451200
522	454	5	1249603200
162	538	4	1187827200
429	2463	4	1356998400
407	460	2	1383868800
627	244	5	1031184000
619	126	5	1171152000
1902	1118	5	1089676800
154	106	5	1288224000
458	160	5	1040947200
2565	86	5	1156723200
4473	96	4	1108512000
43	2406	5	1079395200
2562	2332	4	1388534400
471	220	4	1342310400
3794	528	5	1094342400
297	397	4	1109462400
608	2251	5	1278374400
48	2358	4	1262822400
2315	2488	5	1366329600
585	1202	5	1328400000
1916	139	4	1095120000
743	253	4	1058659200
79	35	3	1043798400
2268	553	5	1122336000
1962	88	5	1033516800
306	1785	3	1160870400
1039	1671	5	1217548800
4505	2343	5	1400803200
5802	31	3	1171670400
32	212	4	1296691200
288	1197	4	1101081600
2167	2563	5	1184803200
31	957	2	1151366400
3	506	4	1141948800
275	1425	5	1124928000
2233	667	3	1149638400
467	509	5	1027555200
291	255	5	1030060800
782	2115	3	1370563200
219	1313	4	1207008000
254	570	4	1327017600
1635	108	1	1026604800
632	142	3	1128038400
364	2658	5	1396569600
23	395	5	1016841600
4318	265	1	1075680000
2864	185	5	1352851200
3046	1339	5	1366243200
415	42	5	1153872000
3613	8	1	1081814400
598	224	5	987724800
3	1458	5	1129075200
91	510	5	1316736000
3816	166	4	1093651200
608	8	5	1212019200
901	1788	5	1026604800
2034	535	2	1365206400
1779	964	5	1258761600
165	206	3	1111190400
86	764	5	1031443200
36	2486	5	1160265600
1899	1970	2	1047081600
1143	1244	5	1113091200
234	206	3	1099440000
1688	1898	4	1325462400
227	95	5	1189123200
1073	154	4	1138147200
3877	1694	5	1398816000
3355	1	4	1170374400
1173	2177	5	1400025600
1648	612	5	1025827200
2	1101	5	1094342400
3	453	5	1114214400
3750	1498	5	1214697600
1972	884	4	998438400
741	1536	5	1010793600
192	489	4	1019001600
1409	94	4	1077926400
4006	2432	5	1256688000
2475	1418	4	1071187200
592	1338	5	1011916800
1655	406	5	1017446400
497	1527	1	1158537600
1691	1581	5	1172966400
3191	1628	5	1330819200
5146	1436	1	1264809600
283	435	4	1179100800
659	1698	5	1314316800
1724	1595	5	1347321600
492	788	2	1374883200
827	493	5	1057536000
2022	14	5	1072742400
21	793	2	1285891200
1107	1111	5	1056067200
784	1457	5	1395187200
1976	730	1	1257033600
2287	118	5	1176249600
4906	189	1	1127606400
3973	215	5	1050624000
3945	1344	5	1152144000
1499	38	4	1123372800
170	286	3	1060041600
3468	7	5	1222214400
4832	461	4	1356480000
5373	1087	5	1399420800
2799	1152	5	1403136000
3222	1428	3	1071792000
2509	60	1	1062460800
4660	7	5	1068854400
1251	513	5	1398729600
462	11	5	980985600
1489	2212	5	1023148800
4225	1644	3	1042329600
257	539	2	1228262400
492	2360	4	1321747200
524	331	5	1064188800
5611	408	5	1073952000
680	2528	4	1219536000
3021	2625	4	1323388800
171	237	5	1123200000
171	2422	5	1128643200
2558	1661	5	1196467200
256	77	5	1022198400
3595	2576	5	1299888000
826	239	5	981849600
705	2000	5	1348876800
1897	2433	5	1234656000
781	1544	5	1342483200
2111	1064	4	1224979200
1314	452	4	1033344000
828	1486	5	1074643200
453	2426	5	1135555200
655	5	5	1024444800
2	518	5	1120176000
163	242	3	1316736000
531	2070	5	1020124800
10	1995	5	1305590400
2716	23	5	1010275200
66	227	5	1240790400
3694	312	2	1137888000
379	138	4	1230940800
777	1698	5	1334188800
2213	204	5	1146441600
318	18	3	1100217600
301	12	3	1091750400
344	849	1	1140912000
4946	2460	5	1169078400
3013	2079	2	1128902400
776	196	2	1082073600
1381	1382	4	1252886400
69	192	5	1105488000
398	845	5	997056000
1023	389	5	1150848000
40	35	5	1228435200
12	178	3	1104451200
423	401	5	988502400
445	375	4	1357776000
5053	88	5	1015977600
440	258	5	1086998400
2946	1374	5	1021680000
129	160	4	1175904000
886	1	3	1119052800
1177	53	2	1147996800
91	445	5	1328140800
559	49	5	1084233600
152	900	4	1175644800
0	924	5	1258416000
830	2464	2	1177891200
17	150	4	1104364800
2958	790	5	1396828800
512	1475	5	1193011200
58	1965	3	1330214400
464	18	5	1100217600
1526	658	4	1008201600
621	44	5	1139616000
2505	433	4	1031529600
4165	529	5	1060732800
3333	2490	4	1365033600
883	1114	5	1141344000
792	1312	4	1103241600
991	543	4	1259712000
5218	103	5	1398902400
2	1016	5	1137024000
279	771	4	1231372800
417	141	5	1168732800
251	425	4	1130889600
3451	1668	5	1136073600
1294	382	2	1039737600
138	1192	1	1165104000
78	825	3	1014940800
2069	314	4	1206489600
688	165	5	1113350400
2	1800	5	1192492800
2026	144	4	1132963200
484	1010	5	999216000
364	361	5	1404432000
108	1254	5	1042675200
660	1016	5	1100304000
4658	1815	1	1004054400
10	2366	4	1092787200
2425	460	5	959299200
6040	47	5	1121472000
538	444	5	1228435200
5694	1615	5	1099094400
4524	690	5	964656000
5843	1108	5	1026172800
1299	138	1	1003968000
220	13	5	1139875200
3814	52	4	1225584000
1	14	5	1071878400
3268	483	3	1053475200
827	1063	4	991872000
24	140	5	1093046400
662	905	4	1346544000
1945	1930	3	1326240000
5387	1908	5	1270166400
867	117	4	1045180800
49	2134	5	1233619200
899	291	5	1214611200
1782	1505	5	1142899200
5231	345	5	1031011200
4193	148	5	971654400
361	1678	3	1341014400
262	44	5	1132358400
594	31	5	1151625600
715	1610	4	1041465600
2079	218	5	1390694400
206	295	3	1063324800
267	2086	5	1089590400
5960	785	4	1044748800
2873	710	4	1252627200
1528	1205	4	1100649600
40	941	5	1108080000
65	2514	4	1147046400
494	68	5	1047081600
172	964	3	1000339200
462	649	5	1073952000
28	2328	4	1375747200
6	888	5	1125964800
167	5	4	1263772800
280	562	4	1080518400
3389	448	4	1181347200
82	1142	4	1074384000
2537	717	4	1070496000
74	359	5	1120694400
4303	6	3	1246924800
59	1410	5	1060560000
3788	88	4	1051228800
40	832	5	1206921600
3871	1046	5	970790400
5	797	4	1264377600
11	630	5	1173225600
93	677	4	1212796800
12	452	2	1019260800
4125	638	5	942019200
3509	371	5	1119052800
5811	63	5	969235200
39	1773	5	1101513600
1324	56	2	1133827200
67	442	3	995932800
1359	59	5	1044057600
31	127	5	1172534400
138	1256	5	1014422400
86	498	5	994464000
462	583	5	1062288000
883	13	4	1149811200
4685	516	3	1357430400
462	313	5	1048723200
2	124	5	1101513600
3646	2	5	1025481600
532	121	2	1107993600
33	325	3	1137542400
3498	437	5	1353801600
531	1135	5	1091750400
236	439	4	1060560000
25	1235	4	1336867200
107	352	5	1097539200
1030	1451	5	1150761600
143	825	4	1016323200
3345	1802	5	1171324800
59	561	2	1154390400
306	783	5	1097280000
3840	760	1	1135555200
1421	1058	5	1097625600
3053	1178	5	1137024000
723	159	3	1122595200
43	425	2	1070064000
1912	193	2	988070400
1	1182	3	1076025600
505	913	2	1059609600
815	1257	3	948758400
1791	422	5	1305590400
85	303	5	1325376000
785	27	2	1101945600
5671	179	5	1057968000
5637	451	4	948153600
2041	2071	5	1235606400
1423	55	5	1218585600
4608	437	4	1083715200
1225	650	4	1148947200
26	2389	4	1152144000
486	43	2	1077494400
1052	548	4	978048000
1267	2388	5	1201651200
157	1920	5	1070236800
6067	364	5	1288915200
4905	288	5	1183161600
1068	2233	5	1147219200
2465	1305	5	1308960000
64	892	5	1244246400
2124	257	5	1057708800
3447	2082	5	1376438400
202	2404	2	1072742400
2917	481	4	1374364800
29	270	4	1386547200
6045	53	4	1173052800
765	296	3	1142294400
97	113	5	1121731200
4220	726	5	1402272000
15	1253	3	1082592000
56	993	5	1078012800
78	540	4	1218758400
125	1154	4	1051228800
2	191	4	1145232000
282	19	4	1170720000
2734	889	5	1110153600
5717	110	4	1091836800
1950	281	5	1054166400
246	737	1	1088640000
1443	1625	4	966211200
2276	1991	5	1316736000
3664	121	1	1167177600
5763	791	5	1262908800
18	580	3	1080518400
3527	1628	5	1404259200
1007	187	5	1099958400
324	2396	5	1092182400
67	682	5	1319328000
1183	1675	5	1171929600
1251	1250	3	1395100800
19	593	5	1350518400
4792	470	4	964828800
397	1175	3	1232582400
623	1161	5	1358035200
1447	1227	1	1036713600
575	103	5	1133481600
1894	2428	4	1311984000
62	2235	5	1316736000
342	151	5	984009600
1545	952	5	1381017600
40	944	4	1137542400
1999	681	5	1109808000
319	2267	3	1146268800
1624	833	5	1018915200
1053	1938	5	1387238400
64	979	5	1258243200
1462	1065	5	1047772800
4078	340	3	954374400
22	17	5	1039737600
3624	894	4	954806400
4642	439	2	1085529600
524	285	5	1069545600
236	1618	4	1039219200
678	328	5	1167091200
110	378	4	1024099200
249	297	4	1020988800
385	302	4	1403481600
4405	13	3	1360281600
395	222	5	1158883200
669	678	5	1124668800
607	902	5	1376697600
4254	1807	4	1096588800
46	275	5	1135123200
375	357	5	1380931200
214	956	5	1359590400
761	543	5	1206144000
439	851	5	1084579200
1036	273	5	1086480000
2177	638	5	1018656000
385	334	4	1361491200
3941	173	5	1029974400
1728	305	5	1156809600
1274	831	5	1029888000
1602	138	2	1002067200
3591	321	5	1158192000
157	390	2	1069632000
1421	327	5	1087776000
112	1	5	1129852800
322	299	3	1123027200
145	1460	5	1078963200
1341	1707	4	1376179200
1473	116	4	1385337600
1992	275	3	1354233600
3575	1307	4	956620800
5316	123	3	1021766400
1320	2616	5	1104969600
5879	29	4	1229126400
132	561	5	1132963200
164	1714	3	1064016000
760	2296	4	1132099200
300	239	5	1123804800
1768	1465	4	1235692800
186	1871	5	1029196800
1722	2	4	1107820800
170	255	4	1056240000
2296	506	3	1166400000
716	144	4	1122422400
372	689	5	1117584000
3899	549	4	1247097600
3011	288	5	1349481600
5343	243	5	1371513600
428	102	5	997228800
649	162	5	1110499200
745	93	4	1115683200
730	1711	5	1060300800
71	715	4	1143331200
44	2559	2	949190400
1607	1180	2	1057968000
854	1936	5	1065225600
2563	794	4	1076716800
1049	146	4	1290384000
3	485	5	1065744000
1336	495	1	1067212800
831	308	5	1322352000
662	724	5	1366243200
853	1386	5	1103932800
2831	208	3	1010448000
1316	75	5	1355788800
474	733	4	1125878400
688	1244	5	1111622400
403	542	2	1178841600
1176	1931	5	1164931200
2021	1417	5	1365379200
3660	631	5	1120780800
340	447	5	998438400
1930	2669	4	1133136000
663	372	3	1127433600
5398	2651	4	1367107200
4123	40	5	1126396800
273	255	3	1024012800
1542	2546	4	1312675200
4421	659	3	1072137600
110	1185	5	1119052800
916	73	4	1183507200
267	320	5	988243200
2000	165	5	1331856000
592	833	4	1019779200
257	1287	4	1226361600
5070	257	5	1083715200
3790	1149	5	1090800000
2789	1454	5	1401321600
2019	682	4	1392854400
1066	900	2	1270944000
387	711	5	1170460800
4176	44	4	1143072000
5330	23	1	1094688000
68	1221	1	1385683200
34	647	4	1156464000
5	124	5	1262217600
27	14	5	1093824000
1099	180	2	1066867200
3760	31	2	1165104000
4751	124	5	1279670400
57	1878	4	1381622400
535	1962	4	1054857600
1384	1422	3	1363737600
1255	68	5	1010880000
45	1436	2	1084147200
959	75	5	1152144000
758	50	5	1205539200
5244	764	5	1246233600
5138	371	5	1100044800
480	87	4	989280000
965	1227	2	1074729600
2599	1048	5	1383177600
5307	1357	1	1100390400
2155	24	3	954633600
422	665	5	1306195200
5724	129	5	1270166400
36	53	4	1148169600
1062	505	3	945907200
33	1502	2	1052438400
1084	1729	5	1170547200
93	2267	3	1187481600
1208	723	5	1237593600
4515	6	3	1134259200
4606	2007	1	1106092800
222	5	5	1032652800
4405	2045	4	1360281600
638	667	2	1161475200
194	92	5	1107043200
1194	770	5	1232409600
1376	92	5	978566400
4790	537	4	1164153600
3650	175	5	1260921600
2061	245	5	1188000000
1811	1854	5	1367452800
5924	542	3	1181260800
192	968	5	1066262400
2863	420	5	990662400
5141	241	3	1162684800
126	314	4	986774400
2247	45	4	1365292800
51	1189	3	1255910400
1681	1226	3	1026518400
3369	2438	5	1293494400
109	137	5	1179532800
2178	1699	5	1356566400
24	415	2	1029024000
101	206	5	1107734400
3913	206	3	1096243200
573	271	4	1187481600
4105	811	1	1001462400
37	1125	4	988243200
868	628	5	1012089600
687	989	5	1118534400
1630	222	4	1034985600
533	227	5	1173398400
707	586	1	1013817600
107	1272	4	1038873600
998	697	5	1105488000
66	641	3	1189036800
145	760	4	1140393600
1506	243	5	993427200
300	485	2	1129420800
1938	126	3	1176336000
4	1061	3	1248307200
5919	642	5	1376092800
180	998	5	1005523200
477	1470	5	1127520000
69	1373	3	1106438400
557	2400	5	1145145600
1317	544	4	1271635200
1161	1387	4	1270944000
4446	166	3	1361750400
5641	135	4	1024012800
3305	852	5	1344643200
3845	1100	4	1346630400
185	47	2	1134864000
5774	50	4	1117324800
1939	100	5	1392508800
769	65	5	1078617600
3011	326	5	1364774400
190	1096	4	1109808000
1281	1602	5	1093132800
3628	434	5	1370995200
415	15	4	1153440000
1969	2303	3	961718400
152	735	5	1190851200
226	384	1	1180828800
2950	1208	3	1225152000
269	104	1	1073520000
1902	306	5	1089590400
347	335	5	1395532800
1	1079	5	1024099200
533	914	5	1107388800
710	769	4	1194739200
66	192	5	1079049600
1656	1047	1	1268956800
1948	46	5	1071360000
5752	803	4	1083974400
128	139	2	1102636800
342	43	2	1039564800
358	1148	4	972950400
2527	2295	5	1046995200
154	1918	5	1110758400
1100	77	4	1203984000
6	349	5	1185321600
566	830	5	1391731200
669	1400	2	1121904000
640	1476	4	1060300800
373	533	5	997747200
4160	704	2	1065744000
1222	54	2	1212624000
9	198	4	930787200
1364	21	5	1077494400
16	1023	4	990921600
124	208	5	991526400
1619	142	4	1136332800
1316	80	5	1360713600
44	2078	5	1166400000
4791	58	5	1023840000
6	345	5	1184112000
934	121	1	1186358400
2178	49	4	1393718400
394	268	3	1304985600
2573	681	5	1025395200
2206	188	5	1021075200
17	173	4	1099958400
66	1517	4	1127520000
459	565	3	1075248000
645	97	5	943228800
371	11	5	1026777600
946	2142	5	1258848000
1594	589	5	1138838400
616	1033	5	1371513600
737	139	4	1094169600
3975	2677	5	1356825600
669	411	5	1179100800
4322	344	4	1403913600
252	99	4	1355356800
60	678	5	1126051200
1379	262	5	944092800
37	564	5	1107216000
4344	668	5	1218931200
532	6	5	1120348800
6037	2226	4	1367366400
545	7	2	1072137600
18	441	2	1238371200
95	542	4	1172188800
1455	864	5	1116115200
6	1908	5	1183334400
222	1478	5	1093478400
594	424	3	1177372800
110	1647	5	1118275200
5852	2695	5	1265414400
5969	690	5	1117756800
560	1000	5	1337040000
859	973	4	1218326400
1899	71	3	1109289600
2405	461	4	1390521600
160	1466	5	1116979200
1204	13	5	1106092800
53	394	2	1070755200
1414	1256	2	992649600
5964	655	5	1019692800
1333	285	3	1207785600
1222	1856	5	965692800
462	4	3	1151712000
4925	195	5	1296432000
53	523	4	1064880000
1327	88	5	1027814400
5401	1049	5	1394668800
2450	1665	4	1269129600
1857	111	4	1212451200
42	177	5	1064361600
2304	2293	4	1349568000
760	950	5	1137369600
734	583	5	1377043200
1286	747	3	1061510400
192	11	5	1019088000
4575	1103	4	1200009600
1134	1671	4	1095292800
766	456	4	1211587200
510	65	5	1118016000
939	475	4	1105228800
409	612	5	972000000
7	520	4	1303084800
44	564	2	1106352000
921	63	5	1012780800
3738	101	5	1087948800
5660	173	4	1160438400
4052	568	5	1127001600
456	2063	5	1130716800
2102	96	4	1397606400
1796	20	5	1118188800
2823	1107	2	1181606400
2255	399	5	951350400
18	1601	2	1190332800
38	199	4	1134000000
4850	832	4	1074124800
4658	1775	4	1004659200
3574	1508	4	1387065600
44	1397	2	952128000
54	123	5	1244764800
176	2466	5	1191369600
123	2167	4	1153872000
1436	2222	5	1385856000
1105	124	2	977184000
111	119	4	1135987200
3602	113	3	1118102400
2508	785	4	1061683200
66	1679	5	1283299200
436	1743	5	1209254400
3004	1407	5	1027728000
4	559	2	1230940800
1	220	4	1078790400
387	1491	4	1254960000
4338	536	5	1403136000
1512	731	5	990230400
3170	1361	3	951696000
72	2333	5	1107648000
4866	195	5	1159401600
186	294	5	1035849600
1580	593	1	1190073600
333	587	5	982454400
2122	156	5	976147200
814	846	5	1084752000
84	1676	1	1158969600
67	144	3	1158451200
